 'tryton/binutils/2.34' load complete.
 'tryton/compiler/gcc/7.4' load complete.
 'tryton/python3/3.5.6' load complete.

Loading tryton/python3/3.5.6
  Loading requirement: tryton/binutils/2.34 tryton/compiler/gcc/7.4
iter.      J_T    ∫gₐ(t)dt          J       ΔJ_T         ΔJ  secs
2319  8.31e-02    1.37e-05   8.31e-02  -3.64e-05  -2.27e-05    13
2320  8.31e-02    1.37e-05   8.31e-02  -3.63e-05  -2.26e-05    13
2321  8.30e-02    1.37e-05   8.31e-02  -3.63e-05  -2.26e-05    13
2322  8.30e-02    1.36e-05   8.30e-02  -3.62e-05  -2.26e-05    13
2323  8.30e-02    1.36e-05   8.30e-02  -3.62e-05  -2.25e-05    13
2324  8.29e-02    1.36e-05   8.29e-02  -3.61e-05  -2.25e-05    13
2325  8.29e-02    1.36e-05   8.29e-02  -3.61e-05  -2.25e-05    13
2326  8.29e-02    1.35e-05   8.29e-02  -3.60e-05  -2.24e-05    13
2327  8.28e-02    1.35e-05   8.28e-02  -3.59e-05  -2.24e-05    13
2328  8.28e-02    1.35e-05   8.28e-02  -3.59e-05  -2.24e-05    13
2329  8.28e-02    1.35e-05   8.28e-02  -3.58e-05  -2.24e-05    13
2330  8.27e-02    1.35e-05   8.27e-02  -3.58e-05  -2.23e-05    13
2331  8.27e-02    1.34e-05   8.27e-02  -3.57e-05  -2.23e-05    13
2332  8.26e-02    1.34e-05   8.27e-02  -3.57e-05  -2.23e-05    12
2333  8.26e-02    1.34e-05   8.26e-02  -3.56e-05  -2.22e-05    13
2334  8.26e-02    1.34e-05   8.26e-02  -3.56e-05  -2.22e-05    12
2335  8.25e-02    1.34e-05   8.26e-02  -3.55e-05  -2.22e-05    13
2336  8.25e-02    1.33e-05   8.25e-02  -3.55e-05  -2.21e-05    12
2337  8.25e-02    1.33e-05   8.25e-02  -3.54e-05  -2.21e-05    13
2338  8.24e-02    1.33e-05   8.24e-02  -3.54e-05  -2.21e-05    13
2339  8.24e-02    1.33e-05   8.24e-02  -3.53e-05  -2.20e-05    13
2340  8.24e-02    1.33e-05   8.24e-02  -3.53e-05  -2.20e-05    12
2341  8.23e-02    1.32e-05   8.23e-02  -3.52e-05  -2.20e-05    13
2342  8.23e-02    1.32e-05   8.23e-02  -3.52e-05  -2.19e-05    13
2343  8.23e-02    1.32e-05   8.23e-02  -3.51e-05  -2.19e-05    13
2344  8.22e-02    1.32e-05   8.22e-02  -3.51e-05  -2.19e-05    13
2345  8.22e-02    1.32e-05   8.22e-02  -3.50e-05  -2.19e-05    13
2346  8.22e-02    1.31e-05   8.22e-02  -3.50e-05  -2.18e-05    13
2347  8.21e-02    1.31e-05   8.21e-02  -3.49e-05  -2.18e-05    13
2348  8.21e-02    1.31e-05   8.21e-02  -3.49e-05  -2.18e-05    13
2349  8.20e-02    1.31e-05   8.21e-02  -3.48e-05  -2.17e-05    13
2350  8.20e-02    1.31e-05   8.20e-02  -3.48e-05  -2.17e-05    13
2351  8.20e-02    1.30e-05   8.20e-02  -3.47e-05  -2.17e-05    13
2352  8.19e-02    1.30e-05   8.20e-02  -3.47e-05  -2.16e-05    12
2353  8.19e-02    1.30e-05   8.19e-02  -3.46e-05  -2.16e-05    13
2354  8.19e-02    1.30e-05   8.19e-02  -3.46e-05  -2.16e-05    13
2355  8.18e-02    1.30e-05   8.19e-02  -3.45e-05  -2.16e-05    13
2356  8.18e-02    1.29e-05   8.18e-02  -3.45e-05  -2.15e-05    12
2357  8.18e-02    1.29e-05   8.18e-02  -3.44e-05  -2.15e-05    13
2358  8.17e-02    1.29e-05   8.17e-02  -3.44e-05  -2.15e-05    12
2359  8.17e-02    1.29e-05   8.17e-02  -3.43e-05  -2.14e-05    13
2360  8.17e-02    1.29e-05   8.17e-02  -3.43e-05  -2.14e-05    13
2361  8.16e-02    1.28e-05   8.16e-02  -3.42e-05  -2.14e-05    13
2362  8.16e-02    1.28e-05   8.16e-02  -3.42e-05  -2.13e-05    13
2363  8.16e-02    1.28e-05   8.16e-02  -3.41e-05  -2.13e-05    13
2364  8.15e-02    1.28e-05   8.15e-02  -3.41e-05  -2.13e-05    12
2365  8.15e-02    1.28e-05   8.15e-02  -3.40e-05  -2.13e-05    13
2366  8.15e-02    1.27e-05   8.15e-02  -3.40e-05  -2.12e-05    13
2367  8.14e-02    1.27e-05   8.14e-02  -3.39e-05  -2.12e-05    13
2368  8.14e-02    1.27e-05   8.14e-02  -3.39e-05  -2.12e-05    13
2369  8.14e-02    1.27e-05   8.14e-02  -3.38e-05  -2.11e-05    13
2370  8.13e-02    1.27e-05   8.13e-02  -3.38e-05  -2.11e-05    12
2371  8.13e-02    1.26e-05   8.13e-02  -3.37e-05  -2.11e-05    13
2372  8.13e-02    1.26e-05   8.13e-02  -3.37e-05  -2.11e-05    13
2373  8.12e-02    1.26e-05   8.12e-02  -3.36e-05  -2.10e-05    13
2374  8.12e-02    1.26e-05   8.12e-02  -3.36e-05  -2.10e-05    12
2375  8.12e-02    1.26e-05   8.12e-02  -3.35e-05  -2.10e-05    13
2376  8.11e-02    1.26e-05   8.11e-02  -3.35e-05  -2.09e-05    13
2377  8.11e-02    1.25e-05   8.11e-02  -3.34e-05  -2.09e-05    13
2378  8.11e-02    1.25e-05   8.11e-02  -3.34e-05  -2.09e-05    13
2379  8.10e-02    1.25e-05   8.10e-02  -3.34e-05  -2.09e-05    13
2380  8.10e-02    1.25e-05   8.10e-02  -3.33e-05  -2.08e-05    13
2381  8.10e-02    1.25e-05   8.10e-02  -3.33e-05  -2.08e-05    13
2382  8.09e-02    1.24e-05   8.09e-02  -3.32e-05  -2.08e-05    13
2383  8.09e-02    1.24e-05   8.09e-02  -3.32e-05  -2.07e-05    13
2384  8.09e-02    1.24e-05   8.09e-02  -3.31e-05  -2.07e-05    13
2385  8.08e-02    1.24e-05   8.08e-02  -3.31e-05  -2.07e-05    13
2386  8.08e-02    1.24e-05   8.08e-02  -3.30e-05  -2.07e-05    13
2387  8.08e-02    1.23e-05   8.08e-02  -3.30e-05  -2.06e-05    13
2388  8.07e-02    1.23e-05   8.07e-02  -3.29e-05  -2.06e-05    13
2389  8.07e-02    1.23e-05   8.07e-02  -3.29e-05  -2.06e-05    13
2390  8.07e-02    1.23e-05   8.07e-02  -3.28e-05  -2.05e-05    13
2391  8.06e-02    1.23e-05   8.06e-02  -3.28e-05  -2.05e-05    13
2392  8.06e-02    1.23e-05   8.06e-02  -3.28e-05  -2.05e-05    13
2393  8.06e-02    1.22e-05   8.06e-02  -3.27e-05  -2.05e-05    13
2394  8.05e-02    1.22e-05   8.05e-02  -3.27e-05  -2.04e-05    13
2395  8.05e-02    1.22e-05   8.05e-02  -3.26e-05  -2.04e-05    13
2396  8.05e-02    1.22e-05   8.05e-02  -3.26e-05  -2.04e-05    13
2397  8.04e-02    1.22e-05   8.04e-02  -3.25e-05  -2.04e-05    13
2398  8.04e-02    1.21e-05   8.04e-02  -3.25e-05  -2.03e-05    13
2399  8.04e-02    1.21e-05   8.04e-02  -3.24e-05  -2.03e-05    13
2400  8.03e-02    1.21e-05   8.03e-02  -3.24e-05  -2.03e-05    12
2401  8.03e-02    1.21e-05   8.03e-02  -3.23e-05  -2.02e-05    13
2402  8.03e-02    1.21e-05   8.03e-02  -3.23e-05  -2.02e-05    12
2403  8.02e-02    1.21e-05   8.03e-02  -3.23e-05  -2.02e-05    13
2404  8.02e-02    1.20e-05   8.02e-02  -3.22e-05  -2.02e-05    12
2405  8.02e-02    1.20e-05   8.02e-02  -3.22e-05  -2.01e-05    13
2406  8.01e-02    1.20e-05   8.02e-02  -3.21e-05  -2.01e-05    13
2407  8.01e-02    1.20e-05   8.01e-02  -3.21e-05  -2.01e-05    13
2408  8.01e-02    1.20e-05   8.01e-02  -3.20e-05  -2.01e-05    12
2409  8.00e-02    1.20e-05   8.01e-02  -3.20e-05  -2.00e-05    13
2410  8.00e-02    1.19e-05   8.00e-02  -3.19e-05  -2.00e-05    13
2411  8.00e-02    1.19e-05   8.00e-02  -3.19e-05  -2.00e-05    13
2412  8.00e-02    1.19e-05   8.00e-02  -3.19e-05  -2.00e-05    13
2413  7.99e-02    1.19e-05   7.99e-02  -3.18e-05  -1.99e-05    13
2414  7.99e-02    1.19e-05   7.99e-02  -3.18e-05  -1.99e-05    13
2415  7.99e-02    1.19e-05   7.99e-02  -3.17e-05  -1.99e-05    13
2416  7.98e-02    1.18e-05   7.98e-02  -3.17e-05  -1.99e-05    13
2417  7.98e-02    1.18e-05   7.98e-02  -3.16e-05  -1.98e-05    13
2418  7.98e-02    1.18e-05   7.98e-02  -3.16e-05  -1.98e-05    13
2419  7.97e-02    1.18e-05   7.97e-02  -3.16e-05  -1.98e-05    13
2420  7.97e-02    1.18e-05   7.97e-02  -3.15e-05  -1.97e-05    13
2421  7.97e-02    1.18e-05   7.97e-02  -3.15e-05  -1.97e-05    13
2422  7.96e-02    1.17e-05   7.96e-02  -3.14e-05  -1.97e-05    13
2423  7.96e-02    1.17e-05   7.96e-02  -3.14e-05  -1.97e-05    13
2424  7.96e-02    1.17e-05   7.96e-02  -3.13e-05  -1.96e-05    12
2425  7.95e-02    1.17e-05   7.96e-02  -3.13e-05  -1.96e-05    13
2426  7.95e-02    1.17e-05   7.95e-02  -3.13e-05  -1.96e-05    13
2427  7.95e-02    1.16e-05   7.95e-02  -3.12e-05  -1.96e-05    13
2428  7.94e-02    1.16e-05   7.95e-02  -3.12e-05  -1.95e-05    13
2429  7.94e-02    1.16e-05   7.94e-02  -3.11e-05  -1.95e-05    13
2430  7.94e-02    1.16e-05   7.94e-02  -3.11e-05  -1.95e-05    13
2431  7.94e-02    1.16e-05   7.94e-02  -3.10e-05  -1.95e-05    13
2432  7.93e-02    1.16e-05   7.93e-02  -3.10e-05  -1.94e-05    13
2433  7.93e-02    1.15e-05   7.93e-02  -3.10e-05  -1.94e-05    13
2434  7.93e-02    1.15e-05   7.93e-02  -3.09e-05  -1.94e-05    12
2435  7.92e-02    1.15e-05   7.92e-02  -3.09e-05  -1.94e-05    13
2436  7.92e-02    1.15e-05   7.92e-02  -3.08e-05  -1.93e-05    13
2437  7.92e-02    1.15e-05   7.92e-02  -3.08e-05  -1.93e-05    13
2438  7.91e-02    1.15e-05   7.91e-02  -3.08e-05  -1.93e-05    13
2439  7.91e-02    1.15e-05   7.91e-02  -3.07e-05  -1.93e-05    13
2440  7.91e-02    1.14e-05   7.91e-02  -3.07e-05  -1.92e-05    13
2441  7.90e-02    1.14e-05   7.91e-02  -3.06e-05  -1.92e-05    13
2442  7.90e-02    1.14e-05   7.90e-02  -3.06e-05  -1.92e-05    12
2443  7.90e-02    1.14e-05   7.90e-02  -3.06e-05  -1.92e-05    13
2444  7.90e-02    1.14e-05   7.90e-02  -3.05e-05  -1.91e-05    13
2445  7.89e-02    1.14e-05   7.89e-02  -3.05e-05  -1.91e-05    13
2446  7.89e-02    1.13e-05   7.89e-02  -3.04e-05  -1.91e-05    13
2447  7.89e-02    1.13e-05   7.89e-02  -3.04e-05  -1.91e-05    13
2448  7.88e-02    1.13e-05   7.88e-02  -3.03e-05  -1.90e-05    13
2449  7.88e-02    1.13e-05   7.88e-02  -3.03e-05  -1.90e-05    13
2450  7.88e-02    1.13e-05   7.88e-02  -3.03e-05  -1.90e-05    12
2451  7.87e-02    1.13e-05   7.88e-02  -3.02e-05  -1.90e-05    13
2452  7.87e-02    1.12e-05   7.87e-02  -3.02e-05  -1.89e-05    13
2453  7.87e-02    1.12e-05   7.87e-02  -3.01e-05  -1.89e-05    13
2454  7.87e-02    1.12e-05   7.87e-02  -3.01e-05  -1.89e-05    13
2455  7.86e-02    1.12e-05   7.86e-02  -3.01e-05  -1.89e-05    13
2456  7.86e-02    1.12e-05   7.86e-02  -3.00e-05  -1.88e-05    13
2457  7.86e-02    1.12e-05   7.86e-02  -3.00e-05  -1.88e-05    13
2458  7.85e-02    1.11e-05   7.85e-02  -2.99e-05  -1.88e-05    13
2459  7.85e-02    1.11e-05   7.85e-02  -2.99e-05  -1.88e-05    13
2460  7.85e-02    1.11e-05   7.85e-02  -2.99e-05  -1.88e-05    13
2461  7.84e-02    1.11e-05   7.85e-02  -2.98e-05  -1.87e-05    13
2462  7.84e-02    1.11e-05   7.84e-02  -2.98e-05  -1.87e-05    13
2463  7.84e-02    1.11e-05   7.84e-02  -2.98e-05  -1.87e-05    13
2464  7.84e-02    1.11e-05   7.84e-02  -2.97e-05  -1.87e-05    13
2465  7.83e-02    1.10e-05   7.83e-02  -2.97e-05  -1.86e-05    13
2466  7.83e-02    1.10e-05   7.83e-02  -2.96e-05  -1.86e-05    12
2467  7.83e-02    1.10e-05   7.83e-02  -2.96e-05  -1.86e-05    13
2468  7.82e-02    1.10e-05   7.82e-02  -2.96e-05  -1.86e-05    13
2469  7.82e-02    1.10e-05   7.82e-02  -2.95e-05  -1.85e-05    13
2470  7.82e-02    1.10e-05   7.82e-02  -2.95e-05  -1.85e-05    13
2471  7.81e-02    1.09e-05   7.82e-02  -2.94e-05  -1.85e-05    13
2472  7.81e-02    1.09e-05   7.81e-02  -2.94e-05  -1.85e-05    13
2473  7.81e-02    1.09e-05   7.81e-02  -2.94e-05  -1.84e-05    13
2474  7.81e-02    1.09e-05   7.81e-02  -2.93e-05  -1.84e-05    13
2475  7.80e-02    1.09e-05   7.80e-02  -2.93e-05  -1.84e-05    13
2476  7.80e-02    1.09e-05   7.80e-02  -2.92e-05  -1.84e-05    13
2477  7.80e-02    1.09e-05   7.80e-02  -2.92e-05  -1.84e-05    13
2478  7.79e-02    1.08e-05   7.80e-02  -2.92e-05  -1.83e-05    13
2479  7.79e-02    1.08e-05   7.79e-02  -2.91e-05  -1.83e-05    13
2480  7.79e-02    1.08e-05   7.79e-02  -2.91e-05  -1.83e-05    13
2481  7.79e-02    1.08e-05   7.79e-02  -2.91e-05  -1.83e-05    13
2482  7.78e-02    1.08e-05   7.78e-02  -2.90e-05  -1.82e-05    13
2483  7.78e-02    1.08e-05   7.78e-02  -2.90e-05  -1.82e-05    13
2484  7.78e-02    1.08e-05   7.78e-02  -2.89e-05  -1.82e-05    13
2485  7.77e-02    1.07e-05   7.77e-02  -2.89e-05  -1.82e-05    13
2486  7.77e-02    1.07e-05   7.77e-02  -2.89e-05  -1.81e-05    13
2487  7.77e-02    1.07e-05   7.77e-02  -2.88e-05  -1.81e-05    13
2488  7.77e-02    1.07e-05   7.77e-02  -2.88e-05  -1.81e-05    13
2489  7.76e-02    1.07e-05   7.76e-02  -2.88e-05  -1.81e-05    13
2490  7.76e-02    1.07e-05   7.76e-02  -2.87e-05  -1.81e-05    13
2491  7.76e-02    1.07e-05   7.76e-02  -2.87e-05  -1.80e-05    13
2492  7.75e-02    1.06e-05   7.75e-02  -2.86e-05  -1.80e-05    12
2493  7.75e-02    1.06e-05   7.75e-02  -2.86e-05  -1.80e-05    13
2494  7.75e-02    1.06e-05   7.75e-02  -2.86e-05  -1.80e-05    13
2495  7.75e-02    1.06e-05   7.75e-02  -2.85e-05  -1.79e-05    13
2496  7.74e-02    1.06e-05   7.74e-02  -2.85e-05  -1.79e-05    12
2497  7.74e-02    1.06e-05   7.74e-02  -2.85e-05  -1.79e-05    13
2498  7.74e-02    1.06e-05   7.74e-02  -2.84e-05  -1.79e-05    13
2499  7.73e-02    1.05e-05   7.73e-02  -2.84e-05  -1.79e-05    13
2500  7.73e-02    1.05e-05   7.73e-02  -2.84e-05  -1.78e-05    13
2501  7.73e-02    1.05e-05   7.73e-02  -2.83e-05  -1.78e-05    13
2502  7.73e-02    1.05e-05   7.73e-02  -2.83e-05  -1.78e-05    13
2503  7.72e-02    1.05e-05   7.72e-02  -2.82e-05  -1.78e-05    13
2504  7.72e-02    1.05e-05   7.72e-02  -2.82e-05  -1.77e-05    13
2505  7.72e-02    1.05e-05   7.72e-02  -2.82e-05  -1.77e-05    13
2506  7.71e-02    1.04e-05   7.71e-02  -2.81e-05  -1.77e-05    13
2507  7.71e-02    1.04e-05   7.71e-02  -2.81e-05  -1.77e-05    13
2508  7.71e-02    1.04e-05   7.71e-02  -2.81e-05  -1.77e-05    12
2509  7.71e-02    1.04e-05   7.71e-02  -2.80e-05  -1.76e-05    13
2510  7.70e-02    1.04e-05   7.70e-02  -2.80e-05  -1.76e-05    13
2511  7.70e-02    1.04e-05   7.70e-02  -2.80e-05  -1.76e-05    13
2512  7.70e-02    1.04e-05   7.70e-02  -2.79e-05  -1.76e-05    12
2513  7.69e-02    1.03e-05   7.70e-02  -2.79e-05  -1.76e-05    13
2514  7.69e-02    1.03e-05   7.69e-02  -2.79e-05  -1.75e-05    13
2515  7.69e-02    1.03e-05   7.69e-02  -2.78e-05  -1.75e-05    13
2516  7.69e-02    1.03e-05   7.69e-02  -2.78e-05  -1.75e-05    13
2517  7.68e-02    1.03e-05   7.68e-02  -2.78e-05  -1.75e-05    13
2518  7.68e-02    1.03e-05   7.68e-02  -2.77e-05  -1.74e-05    13
2519  7.68e-02    1.03e-05   7.68e-02  -2.77e-05  -1.74e-05    13
2520  7.67e-02    1.02e-05   7.68e-02  -2.76e-05  -1.74e-05    13
2521  7.67e-02    1.02e-05   7.67e-02  -2.76e-05  -1.74e-05    13
2522  7.67e-02    1.02e-05   7.67e-02  -2.76e-05  -1.74e-05    13
2523  7.67e-02    1.02e-05   7.67e-02  -2.75e-05  -1.73e-05    13
2524  7.66e-02    1.02e-05   7.66e-02  -2.75e-05  -1.73e-05    13
2525  7.66e-02    1.02e-05   7.66e-02  -2.75e-05  -1.73e-05    13
2526  7.66e-02    1.02e-05   7.66e-02  -2.74e-05  -1.73e-05    13
2527  7.66e-02    1.01e-05   7.66e-02  -2.74e-05  -1.73e-05    13
2528  7.65e-02    1.01e-05   7.65e-02  -2.74e-05  -1.72e-05    13
2529  7.65e-02    1.01e-05   7.65e-02  -2.73e-05  -1.72e-05    13
2530  7.65e-02    1.01e-05   7.65e-02  -2.73e-05  -1.72e-05    13
2531  7.64e-02    1.01e-05   7.65e-02  -2.73e-05  -1.72e-05    13
2532  7.64e-02    1.01e-05   7.64e-02  -2.72e-05  -1.72e-05    13
2533  7.64e-02    1.01e-05   7.64e-02  -2.72e-05  -1.71e-05    13
2534  7.64e-02    1.01e-05   7.64e-02  -2.72e-05  -1.71e-05    13
2535  7.63e-02    1.00e-05   7.63e-02  -2.71e-05  -1.71e-05    13
2536  7.63e-02    1.00e-05   7.63e-02  -2.71e-05  -1.71e-05    13
2537  7.63e-02    1.00e-05   7.63e-02  -2.71e-05  -1.70e-05    13
2538  7.63e-02    1.00e-05   7.63e-02  -2.70e-05  -1.70e-05    13
2539  7.62e-02    9.99e-06   7.62e-02  -2.70e-05  -1.70e-05    13
2540  7.62e-02    9.98e-06   7.62e-02  -2.70e-05  -1.70e-05    13
2541  7.62e-02    9.96e-06   7.62e-02  -2.69e-05  -1.70e-05    13
2542  7.61e-02    9.95e-06   7.62e-02  -2.69e-05  -1.69e-05    13
2543  7.61e-02    9.94e-06   7.61e-02  -2.69e-05  -1.69e-05    13
2544  7.61e-02    9.93e-06   7.61e-02  -2.68e-05  -1.69e-05    13
2545  7.61e-02    9.91e-06   7.61e-02  -2.68e-05  -1.69e-05    13
2546  7.60e-02    9.90e-06   7.61e-02  -2.68e-05  -1.69e-05    13
2547  7.60e-02    9.89e-06   7.60e-02  -2.67e-05  -1.68e-05    13
2548  7.60e-02    9.87e-06   7.60e-02  -2.67e-05  -1.68e-05    12
2549  7.60e-02    9.86e-06   7.60e-02  -2.67e-05  -1.68e-05    13
2550  7.59e-02    9.85e-06   7.59e-02  -2.66e-05  -1.68e-05    13
2551  7.59e-02    9.83e-06   7.59e-02  -2.66e-05  -1.68e-05    13
2552  7.59e-02    9.82e-06   7.59e-02  -2.66e-05  -1.67e-05    13
2553  7.59e-02    9.81e-06   7.59e-02  -2.65e-05  -1.67e-05    13
2554  7.58e-02    9.80e-06   7.58e-02  -2.65e-05  -1.67e-05    13
2555  7.58e-02    9.78e-06   7.58e-02  -2.65e-05  -1.67e-05    13
2556  7.58e-02    9.77e-06   7.58e-02  -2.64e-05  -1.67e-05    13
2557  7.57e-02    9.76e-06   7.58e-02  -2.64e-05  -1.66e-05    13
2558  7.57e-02    9.75e-06   7.57e-02  -2.64e-05  -1.66e-05    13
2559  7.57e-02    9.73e-06   7.57e-02  -2.63e-05  -1.66e-05    13
2560  7.57e-02    9.72e-06   7.57e-02  -2.63e-05  -1.66e-05    13
2561  7.56e-02    9.71e-06   7.57e-02  -2.63e-05  -1.66e-05    13
2562  7.56e-02    9.70e-06   7.56e-02  -2.62e-05  -1.65e-05    13
2563  7.56e-02    9.68e-06   7.56e-02  -2.62e-05  -1.65e-05    13
2564  7.56e-02    9.67e-06   7.56e-02  -2.62e-05  -1.65e-05    13
2565  7.55e-02    9.66e-06   7.55e-02  -2.61e-05  -1.65e-05    13
2566  7.55e-02    9.65e-06   7.55e-02  -2.61e-05  -1.65e-05    13
2567  7.55e-02    9.63e-06   7.55e-02  -2.61e-05  -1.65e-05    13
2568  7.55e-02    9.62e-06   7.55e-02  -2.61e-05  -1.64e-05    12
2569  7.54e-02    9.61e-06   7.54e-02  -2.60e-05  -1.64e-05    13
2570  7.54e-02    9.60e-06   7.54e-02  -2.60e-05  -1.64e-05    13
2571  7.54e-02    9.58e-06   7.54e-02  -2.60e-05  -1.64e-05    13
2572  7.54e-02    9.57e-06   7.54e-02  -2.59e-05  -1.64e-05    13
2573  7.53e-02    9.56e-06   7.53e-02  -2.59e-05  -1.63e-05    13
2574  7.53e-02    9.55e-06   7.53e-02  -2.59e-05  -1.63e-05    13
2575  7.53e-02    9.54e-06   7.53e-02  -2.58e-05  -1.63e-05    13
2576  7.53e-02    9.52e-06   7.53e-02  -2.58e-05  -1.63e-05    13
2577  7.52e-02    9.51e-06   7.52e-02  -2.58e-05  -1.63e-05    13
2578  7.52e-02    9.50e-06   7.52e-02  -2.57e-05  -1.62e-05    13
2579  7.52e-02    9.49e-06   7.52e-02  -2.57e-05  -1.62e-05    13
2580  7.52e-02    9.47e-06   7.52e-02  -2.57e-05  -1.62e-05    13
2581  7.51e-02    9.46e-06   7.51e-02  -2.56e-05  -1.62e-05    13
2582  7.51e-02    9.45e-06   7.51e-02  -2.56e-05  -1.62e-05    13
2583  7.51e-02    9.44e-06   7.51e-02  -2.56e-05  -1.61e-05    13
2584  7.50e-02    9.43e-06   7.51e-02  -2.56e-05  -1.61e-05    13
2585  7.50e-02    9.42e-06   7.50e-02  -2.55e-05  -1.61e-05    13
2586  7.50e-02    9.40e-06   7.50e-02  -2.55e-05  -1.61e-05    13
2587  7.50e-02    9.39e-06   7.50e-02  -2.55e-05  -1.61e-05    13
2588  7.49e-02    9.38e-06   7.50e-02  -2.54e-05  -1.61e-05    13
2589  7.49e-02    9.37e-06   7.49e-02  -2.54e-05  -1.60e-05    13
2590  7.49e-02    9.36e-06   7.49e-02  -2.54e-05  -1.60e-05    13
2591  7.49e-02    9.34e-06   7.49e-02  -2.53e-05  -1.60e-05    13
2592  7.48e-02    9.33e-06   7.49e-02  -2.53e-05  -1.60e-05    13
2593  7.48e-02    9.32e-06   7.48e-02  -2.53e-05  -1.60e-05    13
2594  7.48e-02    9.31e-06   7.48e-02  -2.53e-05  -1.59e-05    13
2595  7.48e-02    9.30e-06   7.48e-02  -2.52e-05  -1.59e-05    13
2596  7.47e-02    9.29e-06   7.48e-02  -2.52e-05  -1.59e-05    13
2597  7.47e-02    9.27e-06   7.47e-02  -2.52e-05  -1.59e-05    13
2598  7.47e-02    9.26e-06   7.47e-02  -2.51e-05  -1.59e-05    13
2599  7.47e-02    9.25e-06   7.47e-02  -2.51e-05  -1.59e-05    13
2600  7.46e-02    9.24e-06   7.47e-02  -2.51e-05  -1.58e-05    13
2601  7.46e-02    9.23e-06   7.46e-02  -2.50e-05  -1.58e-05    13
2602  7.46e-02    9.22e-06   7.46e-02  -2.50e-05  -1.58e-05    13
2603  7.46e-02    9.20e-06   7.46e-02  -2.50e-05  -1.58e-05    13
2604  7.45e-02    9.19e-06   7.46e-02  -2.50e-05  -1.58e-05    12
2605  7.45e-02    9.18e-06   7.45e-02  -2.49e-05  -1.57e-05    13
2606  7.45e-02    9.17e-06   7.45e-02  -2.49e-05  -1.57e-05    13
2607  7.45e-02    9.16e-06   7.45e-02  -2.49e-05  -1.57e-05    13
2608  7.44e-02    9.15e-06   7.45e-02  -2.48e-05  -1.57e-05    13
2609  7.44e-02    9.14e-06   7.44e-02  -2.48e-05  -1.57e-05    13
2610  7.44e-02    9.12e-06   7.44e-02  -2.48e-05  -1.57e-05    13
2611  7.44e-02    9.11e-06   7.44e-02  -2.47e-05  -1.56e-05    13
2612  7.43e-02    9.10e-06   7.44e-02  -2.47e-05  -1.56e-05    13
2613  7.43e-02    9.09e-06   7.43e-02  -2.47e-05  -1.56e-05    13
2614  7.43e-02    9.08e-06   7.43e-02  -2.47e-05  -1.56e-05    13
2615  7.43e-02    9.07e-06   7.43e-02  -2.46e-05  -1.56e-05    13
2616  7.42e-02    9.06e-06   7.43e-02  -2.46e-05  -1.55e-05    13
2617  7.42e-02    9.05e-06   7.42e-02  -2.46e-05  -1.55e-05    13
2618  7.42e-02    9.03e-06   7.42e-02  -2.45e-05  -1.55e-05    13
2619  7.42e-02    9.02e-06   7.42e-02  -2.45e-05  -1.55e-05    13
2620  7.41e-02    9.01e-06   7.42e-02  -2.45e-05  -1.55e-05    13
2621  7.41e-02    9.00e-06   7.41e-02  -2.45e-05  -1.55e-05    13
2622  7.41e-02    8.99e-06   7.41e-02  -2.44e-05  -1.54e-05    13
2623  7.41e-02    8.98e-06   7.41e-02  -2.44e-05  -1.54e-05    13
2624  7.41e-02    8.97e-06   7.41e-02  -2.44e-05  -1.54e-05    13
2625  7.40e-02    8.96e-06   7.40e-02  -2.43e-05  -1.54e-05    13
2626  7.40e-02    8.95e-06   7.40e-02  -2.43e-05  -1.54e-05    13
2627  7.40e-02    8.93e-06   7.40e-02  -2.43e-05  -1.54e-05    13
2628  7.40e-02    8.92e-06   7.40e-02  -2.43e-05  -1.53e-05    13
2629  7.39e-02    8.91e-06   7.39e-02  -2.42e-05  -1.53e-05    13
2630  7.39e-02    8.90e-06   7.39e-02  -2.42e-05  -1.53e-05    13
2631  7.39e-02    8.89e-06   7.39e-02  -2.42e-05  -1.53e-05    13
2632  7.39e-02    8.88e-06   7.39e-02  -2.42e-05  -1.53e-05    13
2633  7.38e-02    8.87e-06   7.38e-02  -2.41e-05  -1.53e-05    13
2634  7.38e-02    8.86e-06   7.38e-02  -2.41e-05  -1.52e-05    13
2635  7.38e-02    8.85e-06   7.38e-02  -2.41e-05  -1.52e-05    13
2636  7.38e-02    8.84e-06   7.38e-02  -2.40e-05  -1.52e-05    13
2637  7.37e-02    8.83e-06   7.37e-02  -2.40e-05  -1.52e-05    13
2638  7.37e-02    8.82e-06   7.37e-02  -2.40e-05  -1.52e-05    13
2639  7.37e-02    8.80e-06   7.37e-02  -2.40e-05  -1.52e-05    13
2640  7.37e-02    8.79e-06   7.37e-02  -2.39e-05  -1.51e-05    12
2641  7.36e-02    8.78e-06   7.36e-02  -2.39e-05  -1.51e-05    13
2642  7.36e-02    8.77e-06   7.36e-02  -2.39e-05  -1.51e-05    13
2643  7.36e-02    8.76e-06   7.36e-02  -2.38e-05  -1.51e-05    13
2644  7.36e-02    8.75e-06   7.36e-02  -2.38e-05  -1.51e-05    13
2645  7.35e-02    8.74e-06   7.36e-02  -2.38e-05  -1.51e-05    13
2646  7.35e-02    8.73e-06   7.35e-02  -2.38e-05  -1.50e-05    13
2647  7.35e-02    8.72e-06   7.35e-02  -2.37e-05  -1.50e-05    13
