 'tryton/binutils/2.34' load complete.
 'tryton/compiler/gcc/7.4' load complete.
 'tryton/python3/3.5.6' load complete.

Loading tryton/python3/3.5.6
  Loading requirement: tryton/binutils/2.34 tryton/compiler/gcc/7.4
iter.      J_T    ∫gₐ(t)dt          J       ΔJ_T         ΔJ  secs
1378  2.09e-01    2.19e-04   2.09e-01  -5.15e-04  -2.96e-04    13
1379  2.08e-01    2.18e-04   2.09e-01  -5.12e-04  -2.94e-04    13
1380  2.08e-01    2.17e-04   2.08e-01  -5.09e-04  -2.93e-04    12
1381  2.07e-01    2.15e-04   2.08e-01  -5.06e-04  -2.91e-04    13
1382  2.07e-01    2.14e-04   2.07e-01  -5.03e-04  -2.89e-04    13
1383  2.06e-01    2.13e-04   2.07e-01  -5.00e-04  -2.87e-04    13
1384  2.06e-01    2.11e-04   2.06e-01  -4.97e-04  -2.86e-04    13
1385  2.05e-01    2.10e-04   2.06e-01  -4.94e-04  -2.84e-04    13
1386  2.05e-01    2.09e-04   2.05e-01  -4.91e-04  -2.82e-04    12
1387  2.04e-01    2.08e-04   2.05e-01  -4.88e-04  -2.81e-04    13
1388  2.04e-01    2.06e-04   2.04e-01  -4.85e-04  -2.79e-04    12
1389  2.03e-01    2.05e-04   2.04e-01  -4.83e-04  -2.78e-04    13
1390  2.03e-01    2.04e-04   2.03e-01  -4.80e-04  -2.76e-04    13
1391  2.03e-01    2.03e-04   2.03e-01  -4.77e-04  -2.74e-04    13
1392  2.02e-01    2.01e-04   2.02e-01  -4.74e-04  -2.73e-04    12
1393  2.02e-01    2.00e-04   2.02e-01  -4.72e-04  -2.71e-04    13
1394  2.01e-01    1.99e-04   2.01e-01  -4.69e-04  -2.70e-04    13
1395  2.01e-01    1.98e-04   2.01e-01  -4.66e-04  -2.68e-04    13
1396  2.00e-01    1.97e-04   2.00e-01  -4.63e-04  -2.67e-04    12
1397  2.00e-01    1.96e-04   2.00e-01  -4.61e-04  -2.65e-04    13
1398  1.99e-01    1.94e-04   1.99e-01  -4.58e-04  -2.64e-04    13
1399  1.99e-01    1.93e-04   1.99e-01  -4.56e-04  -2.62e-04    13
1400  1.98e-01    1.92e-04   1.99e-01  -4.53e-04  -2.61e-04    13
1401  1.98e-01    1.91e-04   1.98e-01  -4.50e-04  -2.59e-04    13
1402  1.97e-01    1.90e-04   1.98e-01  -4.48e-04  -2.58e-04    13
1403  1.97e-01    1.89e-04   1.97e-01  -4.45e-04  -2.56e-04    13
1404  1.97e-01    1.88e-04   1.97e-01  -4.43e-04  -2.55e-04    12
1405  1.96e-01    1.87e-04   1.96e-01  -4.40e-04  -2.54e-04    13
1406  1.96e-01    1.86e-04   1.96e-01  -4.38e-04  -2.52e-04    13
1407  1.95e-01    1.85e-04   1.95e-01  -4.35e-04  -2.51e-04    13
1408  1.95e-01    1.84e-04   1.95e-01  -4.33e-04  -2.49e-04    13
1409  1.94e-01    1.83e-04   1.95e-01  -4.31e-04  -2.48e-04    13
1410  1.94e-01    1.82e-04   1.94e-01  -4.28e-04  -2.47e-04    12
1411  1.94e-01    1.80e-04   1.94e-01  -4.26e-04  -2.45e-04    13
1412  1.93e-01    1.79e-04   1.93e-01  -4.23e-04  -2.44e-04    13
1413  1.93e-01    1.78e-04   1.93e-01  -4.21e-04  -2.43e-04    13
1414  1.92e-01    1.77e-04   1.92e-01  -4.19e-04  -2.41e-04    13
1415  1.92e-01    1.76e-04   1.92e-01  -4.17e-04  -2.40e-04    13
1416  1.91e-01    1.75e-04   1.92e-01  -4.14e-04  -2.39e-04    13
1417  1.91e-01    1.75e-04   1.91e-01  -4.12e-04  -2.37e-04    13
1418  1.91e-01    1.74e-04   1.91e-01  -4.10e-04  -2.36e-04    13
1419  1.90e-01    1.73e-04   1.90e-01  -4.08e-04  -2.35e-04    13
1420  1.90e-01    1.72e-04   1.90e-01  -4.05e-04  -2.34e-04    13
1421  1.89e-01    1.71e-04   1.90e-01  -4.03e-04  -2.32e-04    13
1422  1.89e-01    1.70e-04   1.89e-01  -4.01e-04  -2.31e-04    12
1423  1.89e-01    1.69e-04   1.89e-01  -3.99e-04  -2.30e-04    13
1424  1.88e-01    1.68e-04   1.88e-01  -3.97e-04  -2.29e-04    13
1425  1.88e-01    1.67e-04   1.88e-01  -3.95e-04  -2.28e-04    13
1426  1.87e-01    1.66e-04   1.88e-01  -3.92e-04  -2.26e-04    13
1427  1.87e-01    1.65e-04   1.87e-01  -3.90e-04  -2.25e-04    13
1428  1.87e-01    1.64e-04   1.87e-01  -3.88e-04  -2.24e-04    12
1429  1.86e-01    1.63e-04   1.86e-01  -3.86e-04  -2.23e-04    13
1430  1.86e-01    1.63e-04   1.86e-01  -3.84e-04  -2.22e-04    13
1431  1.85e-01    1.62e-04   1.86e-01  -3.82e-04  -2.21e-04    13
1432  1.85e-01    1.61e-04   1.85e-01  -3.80e-04  -2.19e-04    13
1433  1.85e-01    1.60e-04   1.85e-01  -3.78e-04  -2.18e-04    13
1434  1.84e-01    1.59e-04   1.85e-01  -3.76e-04  -2.17e-04    13
1435  1.84e-01    1.58e-04   1.84e-01  -3.74e-04  -2.16e-04    13
1436  1.84e-01    1.57e-04   1.84e-01  -3.72e-04  -2.15e-04    12
1437  1.83e-01    1.57e-04   1.83e-01  -3.70e-04  -2.14e-04    13
1438  1.83e-01    1.56e-04   1.83e-01  -3.68e-04  -2.13e-04    13
1439  1.83e-01    1.55e-04   1.83e-01  -3.67e-04  -2.12e-04    13
1440  1.82e-01    1.54e-04   1.82e-01  -3.65e-04  -2.11e-04    13
1441  1.82e-01    1.53e-04   1.82e-01  -3.63e-04  -2.10e-04    13
1442  1.81e-01    1.53e-04   1.82e-01  -3.61e-04  -2.08e-04    13
1443  1.81e-01    1.52e-04   1.81e-01  -3.59e-04  -2.07e-04    13
1444  1.81e-01    1.51e-04   1.81e-01  -3.57e-04  -2.06e-04    12
1445  1.80e-01    1.50e-04   1.80e-01  -3.55e-04  -2.05e-04    13
1446  1.80e-01    1.49e-04   1.80e-01  -3.54e-04  -2.04e-04    13
1447  1.80e-01    1.49e-04   1.80e-01  -3.52e-04  -2.03e-04    13
1448  1.79e-01    1.48e-04   1.79e-01  -3.50e-04  -2.02e-04    12
1449  1.79e-01    1.47e-04   1.79e-01  -3.48e-04  -2.01e-04    13
1450  1.79e-01    1.46e-04   1.79e-01  -3.47e-04  -2.00e-04    13
1451  1.78e-01    1.46e-04   1.78e-01  -3.45e-04  -1.99e-04    13
1452  1.78e-01    1.45e-04   1.78e-01  -3.43e-04  -1.98e-04    12
1453  1.78e-01    1.44e-04   1.78e-01  -3.41e-04  -1.97e-04    13
1454  1.77e-01    1.43e-04   1.77e-01  -3.40e-04  -1.96e-04    13
1455  1.77e-01    1.43e-04   1.77e-01  -3.38e-04  -1.95e-04    13
1456  1.77e-01    1.42e-04   1.77e-01  -3.36e-04  -1.94e-04    13
1457  1.76e-01    1.41e-04   1.76e-01  -3.35e-04  -1.93e-04    13
1458  1.76e-01    1.40e-04   1.76e-01  -3.33e-04  -1.93e-04    12
1459  1.76e-01    1.40e-04   1.76e-01  -3.31e-04  -1.92e-04    13
1460  1.75e-01    1.39e-04   1.75e-01  -3.30e-04  -1.91e-04    13
1461  1.75e-01    1.38e-04   1.75e-01  -3.28e-04  -1.90e-04    13
1462  1.75e-01    1.38e-04   1.75e-01  -3.27e-04  -1.89e-04    12
1463  1.74e-01    1.37e-04   1.74e-01  -3.25e-04  -1.88e-04    13
1464  1.74e-01    1.36e-04   1.74e-01  -3.23e-04  -1.87e-04    12
1465  1.74e-01    1.36e-04   1.74e-01  -3.22e-04  -1.86e-04    13
1466  1.73e-01    1.35e-04   1.73e-01  -3.20e-04  -1.85e-04    13
1467  1.73e-01    1.34e-04   1.73e-01  -3.19e-04  -1.84e-04    13
1468  1.73e-01    1.34e-04   1.73e-01  -3.17e-04  -1.83e-04    12
1469  1.72e-01    1.33e-04   1.72e-01  -3.16e-04  -1.83e-04    13
1470  1.72e-01    1.32e-04   1.72e-01  -3.14e-04  -1.82e-04    13
1471  1.72e-01    1.32e-04   1.72e-01  -3.13e-04  -1.81e-04    13
1472  1.71e-01    1.31e-04   1.72e-01  -3.11e-04  -1.80e-04    12
1473  1.71e-01    1.30e-04   1.71e-01  -3.10e-04  -1.79e-04    13
1474  1.71e-01    1.30e-04   1.71e-01  -3.08e-04  -1.78e-04    13
1475  1.70e-01    1.29e-04   1.71e-01  -3.07e-04  -1.78e-04    13
1476  1.70e-01    1.29e-04   1.70e-01  -3.05e-04  -1.77e-04    12
1477  1.70e-01    1.28e-04   1.70e-01  -3.04e-04  -1.76e-04    13
1478  1.70e-01    1.27e-04   1.70e-01  -3.02e-04  -1.75e-04    12
1479  1.69e-01    1.27e-04   1.69e-01  -3.01e-04  -1.74e-04    13
1480  1.69e-01    1.26e-04   1.69e-01  -3.00e-04  -1.73e-04    12
1481  1.69e-01    1.25e-04   1.69e-01  -2.98e-04  -1.73e-04    13
1482  1.68e-01    1.25e-04   1.68e-01  -2.97e-04  -1.72e-04    13
1483  1.68e-01    1.24e-04   1.68e-01  -2.95e-04  -1.71e-04    13
1484  1.68e-01    1.24e-04   1.68e-01  -2.94e-04  -1.70e-04    12
1485  1.67e-01    1.23e-04   1.68e-01  -2.93e-04  -1.70e-04    13
1486  1.67e-01    1.23e-04   1.67e-01  -2.91e-04  -1.69e-04    13
1487  1.67e-01    1.22e-04   1.67e-01  -2.90e-04  -1.68e-04    13
1488  1.67e-01    1.21e-04   1.67e-01  -2.89e-04  -1.67e-04    12
1489  1.66e-01    1.21e-04   1.66e-01  -2.87e-04  -1.66e-04    13
1490  1.66e-01    1.20e-04   1.66e-01  -2.86e-04  -1.66e-04    13
1491  1.66e-01    1.20e-04   1.66e-01  -2.85e-04  -1.65e-04    13
1492  1.65e-01    1.19e-04   1.66e-01  -2.83e-04  -1.64e-04    13
1493  1.65e-01    1.19e-04   1.65e-01  -2.82e-04  -1.63e-04    13
1494  1.65e-01    1.18e-04   1.65e-01  -2.81e-04  -1.63e-04    13
1495  1.65e-01    1.17e-04   1.65e-01  -2.79e-04  -1.62e-04    13
1496  1.64e-01    1.17e-04   1.64e-01  -2.78e-04  -1.61e-04    12
1497  1.64e-01    1.16e-04   1.64e-01  -2.77e-04  -1.61e-04    13
1498  1.64e-01    1.16e-04   1.64e-01  -2.76e-04  -1.60e-04    13
1499  1.64e-01    1.15e-04   1.64e-01  -2.74e-04  -1.59e-04    13
1500  1.63e-01    1.15e-04   1.63e-01  -2.73e-04  -1.58e-04    12
1501  1.63e-01    1.14e-04   1.63e-01  -2.72e-04  -1.58e-04    13
1502  1.63e-01    1.14e-04   1.63e-01  -2.71e-04  -1.57e-04    13
1503  1.62e-01    1.13e-04   1.63e-01  -2.70e-04  -1.56e-04    13
1504  1.62e-01    1.13e-04   1.62e-01  -2.68e-04  -1.56e-04    13
1505  1.62e-01    1.12e-04   1.62e-01  -2.67e-04  -1.55e-04    13
1506  1.62e-01    1.12e-04   1.62e-01  -2.66e-04  -1.54e-04    13
1507  1.61e-01    1.11e-04   1.61e-01  -2.65e-04  -1.54e-04    13
1508  1.61e-01    1.11e-04   1.61e-01  -2.64e-04  -1.53e-04    13
1509  1.61e-01    1.10e-04   1.61e-01  -2.63e-04  -1.52e-04    13
1510  1.61e-01    1.10e-04   1.61e-01  -2.61e-04  -1.52e-04    13
1511  1.60e-01    1.09e-04   1.60e-01  -2.60e-04  -1.51e-04    13
1512  1.60e-01    1.09e-04   1.60e-01  -2.59e-04  -1.50e-04    13
1513  1.60e-01    1.08e-04   1.60e-01  -2.58e-04  -1.50e-04    13
1514  1.60e-01    1.08e-04   1.60e-01  -2.57e-04  -1.49e-04    13
1515  1.59e-01    1.07e-04   1.59e-01  -2.56e-04  -1.49e-04    13
1516  1.59e-01    1.07e-04   1.59e-01  -2.55e-04  -1.48e-04    13
1517  1.59e-01    1.06e-04   1.59e-01  -2.54e-04  -1.47e-04    13
1518  1.59e-01    1.06e-04   1.59e-01  -2.52e-04  -1.47e-04    12
1519  1.58e-01    1.05e-04   1.58e-01  -2.51e-04  -1.46e-04    13
1520  1.58e-01    1.05e-04   1.58e-01  -2.50e-04  -1.45e-04    13
1521  1.58e-01    1.04e-04   1.58e-01  -2.49e-04  -1.45e-04    13
1522  1.58e-01    1.04e-04   1.58e-01  -2.48e-04  -1.44e-04    13
1523  1.57e-01    1.03e-04   1.57e-01  -2.47e-04  -1.44e-04    13
1524  1.57e-01    1.03e-04   1.57e-01  -2.46e-04  -1.43e-04    13
1525  1.57e-01    1.03e-04   1.57e-01  -2.45e-04  -1.42e-04    13
1526  1.57e-01    1.02e-04   1.57e-01  -2.44e-04  -1.42e-04    13
1527  1.56e-01    1.02e-04   1.56e-01  -2.43e-04  -1.41e-04    13
1528  1.56e-01    1.01e-04   1.56e-01  -2.42e-04  -1.41e-04    13
1529  1.56e-01    1.01e-04   1.56e-01  -2.41e-04  -1.40e-04    13
1530  1.56e-01    1.00e-04   1.56e-01  -2.40e-04  -1.39e-04    13
1531  1.55e-01    9.99e-05   1.55e-01  -2.39e-04  -1.39e-04    13
1532  1.55e-01    9.95e-05   1.55e-01  -2.38e-04  -1.38e-04    13
1533  1.55e-01    9.91e-05   1.55e-01  -2.37e-04  -1.38e-04    13
1534  1.55e-01    9.87e-05   1.55e-01  -2.36e-04  -1.37e-04    13
1535  1.54e-01    9.82e-05   1.54e-01  -2.35e-04  -1.37e-04    13
1536  1.54e-01    9.78e-05   1.54e-01  -2.34e-04  -1.36e-04    12
1537  1.54e-01    9.74e-05   1.54e-01  -2.33e-04  -1.36e-04    13
1538  1.54e-01    9.70e-05   1.54e-01  -2.32e-04  -1.35e-04    13
1539  1.53e-01    9.66e-05   1.54e-01  -2.31e-04  -1.34e-04    13
1540  1.53e-01    9.62e-05   1.53e-01  -2.30e-04  -1.34e-04    12
1541  1.53e-01    9.58e-05   1.53e-01  -2.29e-04  -1.33e-04    13
1542  1.53e-01    9.54e-05   1.53e-01  -2.28e-04  -1.33e-04    12
1543  1.53e-01    9.49e-05   1.53e-01  -2.27e-04  -1.32e-04    13
1544  1.52e-01    9.46e-05   1.52e-01  -2.26e-04  -1.32e-04    12
1545  1.52e-01    9.42e-05   1.52e-01  -2.25e-04  -1.31e-04    13
1546  1.52e-01    9.38e-05   1.52e-01  -2.25e-04  -1.31e-04    12
1547  1.52e-01    9.34e-05   1.52e-01  -2.24e-04  -1.30e-04    13
1548  1.51e-01    9.30e-05   1.52e-01  -2.23e-04  -1.30e-04    13
1549  1.51e-01    9.26e-05   1.51e-01  -2.22e-04  -1.29e-04    13
1550  1.51e-01    9.22e-05   1.51e-01  -2.21e-04  -1.29e-04    12
1551  1.51e-01    9.18e-05   1.51e-01  -2.20e-04  -1.28e-04    13
1552  1.51e-01    9.14e-05   1.51e-01  -2.19e-04  -1.28e-04    13
1553  1.50e-01    9.11e-05   1.50e-01  -2.18e-04  -1.27e-04    13
1554  1.50e-01    9.07e-05   1.50e-01  -2.17e-04  -1.27e-04    12
1555  1.50e-01    9.03e-05   1.50e-01  -2.17e-04  -1.26e-04    13
1556  1.50e-01    9.00e-05   1.50e-01  -2.16e-04  -1.26e-04    13
1557  1.49e-01    8.96e-05   1.50e-01  -2.15e-04  -1.25e-04    13
1558  1.49e-01    8.92e-05   1.49e-01  -2.14e-04  -1.25e-04    13
1559  1.49e-01    8.89e-05   1.49e-01  -2.13e-04  -1.24e-04    13
1560  1.49e-01    8.85e-05   1.49e-01  -2.12e-04  -1.24e-04    12
1561  1.49e-01    8.81e-05   1.49e-01  -2.11e-04  -1.23e-04    13
1562  1.48e-01    8.78e-05   1.48e-01  -2.11e-04  -1.23e-04    13
1563  1.48e-01    8.74e-05   1.48e-01  -2.10e-04  -1.22e-04    13
1564  1.48e-01    8.71e-05   1.48e-01  -2.09e-04  -1.22e-04    13
1565  1.48e-01    8.67e-05   1.48e-01  -2.08e-04  -1.21e-04    13
1566  1.48e-01    8.64e-05   1.48e-01  -2.07e-04  -1.21e-04    13
1567  1.47e-01    8.60e-05   1.47e-01  -2.07e-04  -1.21e-04    13
1568  1.47e-01    8.57e-05   1.47e-01  -2.06e-04  -1.20e-04    13
1569  1.47e-01    8.53e-05   1.47e-01  -2.05e-04  -1.20e-04    13
1570  1.47e-01    8.50e-05   1.47e-01  -2.04e-04  -1.19e-04    13
1571  1.47e-01    8.47e-05   1.47e-01  -2.03e-04  -1.19e-04    13
1572  1.46e-01    8.43e-05   1.46e-01  -2.03e-04  -1.18e-04    13
1573  1.46e-01    8.40e-05   1.46e-01  -2.02e-04  -1.18e-04    13
1574  1.46e-01    8.36e-05   1.46e-01  -2.01e-04  -1.17e-04    13
1575  1.46e-01    8.33e-05   1.46e-01  -2.00e-04  -1.17e-04    13
1576  1.46e-01    8.30e-05   1.46e-01  -2.00e-04  -1.17e-04    13
1577  1.45e-01    8.27e-05   1.45e-01  -1.99e-04  -1.16e-04    13
1578  1.45e-01    8.23e-05   1.45e-01  -1.98e-04  -1.16e-04    13
1579  1.45e-01    8.20e-05   1.45e-01  -1.97e-04  -1.15e-04    13
1580  1.45e-01    8.17e-05   1.45e-01  -1.97e-04  -1.15e-04    13
1581  1.45e-01    8.14e-05   1.45e-01  -1.96e-04  -1.14e-04    13
1582  1.44e-01    8.11e-05   1.44e-01  -1.95e-04  -1.14e-04    13
1583  1.44e-01    8.07e-05   1.44e-01  -1.94e-04  -1.14e-04    13
1584  1.44e-01    8.04e-05   1.44e-01  -1.94e-04  -1.13e-04    13
1585  1.44e-01    8.01e-05   1.44e-01  -1.93e-04  -1.13e-04    13
1586  1.44e-01    7.98e-05   1.44e-01  -1.92e-04  -1.12e-04    13
1587  1.43e-01    7.95e-05   1.43e-01  -1.91e-04  -1.12e-04    13
1588  1.43e-01    7.92e-05   1.43e-01  -1.91e-04  -1.12e-04    13
1589  1.43e-01    7.89e-05   1.43e-01  -1.90e-04  -1.11e-04    13
1590  1.43e-01    7.86e-05   1.43e-01  -1.89e-04  -1.11e-04    13
1591  1.43e-01    7.83e-05   1.43e-01  -1.89e-04  -1.10e-04    13
1592  1.42e-01    7.80e-05   1.43e-01  -1.88e-04  -1.10e-04    13
1593  1.42e-01    7.77e-05   1.42e-01  -1.87e-04  -1.10e-04    13
1594  1.42e-01    7.74e-05   1.42e-01  -1.87e-04  -1.09e-04    13
1595  1.42e-01    7.71e-05   1.42e-01  -1.86e-04  -1.09e-04    13
1596  1.42e-01    7.68e-05   1.42e-01  -1.85e-04  -1.08e-04    13
1597  1.42e-01    7.65e-05   1.42e-01  -1.85e-04  -1.08e-04    13
1598  1.41e-01    7.62e-05   1.41e-01  -1.84e-04  -1.08e-04    13
1599  1.41e-01    7.59e-05   1.41e-01  -1.83e-04  -1.07e-04    13
1600  1.41e-01    7.56e-05   1.41e-01  -1.83e-04  -1.07e-04    13
1601  1.41e-01    7.54e-05   1.41e-01  -1.82e-04  -1.07e-04    13
1602  1.41e-01    7.51e-05   1.41e-01  -1.81e-04  -1.06e-04    13
1603  1.40e-01    7.48e-05   1.40e-01  -1.81e-04  -1.06e-04    13
1604  1.40e-01    7.45e-05   1.40e-01  -1.80e-04  -1.05e-04    13
1605  1.40e-01    7.42e-05   1.40e-01  -1.79e-04  -1.05e-04    13
1606  1.40e-01    7.40e-05   1.40e-01  -1.79e-04  -1.05e-04    13
1607  1.40e-01    7.37e-05   1.40e-01  -1.78e-04  -1.04e-04    13
1608  1.40e-01    7.34e-05   1.40e-01  -1.77e-04  -1.04e-04    13
1609  1.39e-01    7.31e-05   1.39e-01  -1.77e-04  -1.04e-04    13
1610  1.39e-01    7.29e-05   1.39e-01  -1.76e-04  -1.03e-04    13
1611  1.39e-01    7.26e-05   1.39e-01  -1.75e-04  -1.03e-04    13
1612  1.39e-01    7.23e-05   1.39e-01  -1.75e-04  -1.03e-04    13
1613  1.39e-01    7.21e-05   1.39e-01  -1.74e-04  -1.02e-04    13
1614  1.38e-01    7.18e-05   1.39e-01  -1.74e-04  -1.02e-04    13
1615  1.38e-01    7.15e-05   1.38e-01  -1.73e-04  -1.01e-04    13
1616  1.38e-01    7.13e-05   1.38e-01  -1.72e-04  -1.01e-04    13
1617  1.38e-01    7.10e-05   1.38e-01  -1.72e-04  -1.01e-04    13
1618  1.38e-01    7.07e-05   1.38e-01  -1.71e-04  -1.00e-04    13
1619  1.38e-01    7.05e-05   1.38e-01  -1.71e-04  -1.00e-04    13
1620  1.37e-01    7.02e-05   1.38e-01  -1.70e-04  -9.98e-05    13
1621  1.37e-01    7.00e-05   1.37e-01  -1.69e-04  -9.94e-05    13
1622  1.37e-01    6.97e-05   1.37e-01  -1.69e-04  -9.91e-05    13
1623  1.37e-01    6.95e-05   1.37e-01  -1.68e-04  -9.88e-05    13
1624  1.37e-01    6.92e-05   1.37e-01  -1.68e-04  -9.84e-05    13
1625  1.37e-01    6.90e-05   1.37e-01  -1.67e-04  -9.81e-05    13
1626  1.36e-01    6.87e-05   1.37e-01  -1.67e-04  -9.78e-05    13
1627  1.36e-01    6.85e-05   1.36e-01  -1.66e-04  -9.75e-05    13
1628  1.36e-01    6.82e-05   1.36e-01  -1.65e-04  -9.71e-05    12
1629  1.36e-01    6.80e-05   1.36e-01  -1.65e-04  -9.68e-05    13
1630  1.36e-01    6.77e-05   1.36e-01  -1.64e-04  -9.65e-05    13
1631  1.36e-01    6.75e-05   1.36e-01  -1.64e-04  -9.62e-05    13
1632  1.35e-01    6.73e-05   1.36e-01  -1.63e-04  -9.59e-05    13
1633  1.35e-01    6.70e-05   1.35e-01  -1.63e-04  -9.55e-05    13
1634  1.35e-01    6.68e-05   1.35e-01  -1.62e-04  -9.52e-05    13
1635  1.35e-01    6.65e-05   1.35e-01  -1.61e-04  -9.49e-05    13
1636  1.35e-01    6.63e-05   1.35e-01  -1.61e-04  -9.46e-05    12
1637  1.35e-01    6.61e-05   1.35e-01  -1.60e-04  -9.43e-05    13
1638  1.34e-01    6.58e-05   1.35e-01  -1.60e-04  -9.40e-05    12
1639  1.34e-01    6.56e-05   1.34e-01  -1.59e-04  -9.37e-05    13
1640  1.34e-01    6.54e-05   1.34e-01  -1.59e-04  -9.34e-05    13
1641  1.34e-01    6.52e-05   1.34e-01  -1.58e-04  -9.31e-05    13
1642  1.34e-01    6.49e-05   1.34e-01  -1.58e-04  -9.28e-05    13
1643  1.34e-01    6.47e-05   1.34e-01  -1.57e-04  -9.25e-05    13
1644  1.34e-01    6.45e-05   1.34e-01  -1.57e-04  -9.22e-05    13
1645  1.33e-01    6.43e-05   1.33e-01  -1.56e-04  -9.19e-05    13
1646  1.33e-01    6.40e-05   1.33e-01  -1.56e-04  -9.16e-05    13
1647  1.33e-01    6.38e-05   1.33e-01  -1.55e-04  -9.13e-05    13
1648  1.33e-01    6.36e-05   1.33e-01  -1.55e-04  -9.10e-05    13
1649  1.33e-01    6.34e-05   1.33e-01  -1.54e-04  -9.07e-05    13
1650  1.33e-01    6.31e-05   1.33e-01  -1.54e-04  -9.04e-05    13
1651  1.32e-01    6.29e-05   1.33e-01  -1.53e-04  -9.01e-05    13
1652  1.32e-01    6.27e-05   1.32e-01  -1.53e-04  -8.99e-05    13
1653  1.32e-01    6.25e-05   1.32e-01  -1.52e-04  -8.96e-05    13
1654  1.32e-01    6.23e-05   1.32e-01  -1.52e-04  -8.93e-05    13
1655  1.32e-01    6.21e-05   1.32e-01  -1.51e-04  -8.90e-05    13
1656  1.32e-01    6.19e-05   1.32e-01  -1.51e-04  -8.87e-05    12
1657  1.32e-01    6.16e-05   1.32e-01  -1.50e-04  -8.85e-05    13
1658  1.31e-01    6.14e-05   1.31e-01  -1.50e-04  -8.82e-05    13
1659  1.31e-01    6.12e-05   1.31e-01  -1.49e-04  -8.79e-05    13
1660  1.31e-01    6.10e-05   1.31e-01  -1.49e-04  -8.76e-05    13
1661  1.31e-01    6.08e-05   1.31e-01  -1.48e-04  -8.74e-05    13
1662  1.31e-01    6.06e-05   1.31e-01  -1.48e-04  -8.71e-05    13
1663  1.31e-01    6.04e-05   1.31e-01  -1.47e-04  -8.68e-05    13
1664  1.31e-01    6.02e-05   1.31e-01  -1.47e-04  -8.65e-05    13
1665  1.30e-01    6.00e-05   1.30e-01  -1.46e-04  -8.63e-05    13
1666  1.30e-01    5.98e-05   1.30e-01  -1.46e-04  -8.60e-05    13
1667  1.30e-01    5.96e-05   1.30e-01  -1.45e-04  -8.57e-05    13
1668  1.30e-01    5.94e-05   1.30e-01  -1.45e-04  -8.55e-05    13
1669  1.30e-01    5.92e-05   1.30e-01  -1.44e-04  -8.52e-05    13
1670  1.30e-01    5.90e-05   1.30e-01  -1.44e-04  -8.50e-05    13
1671  1.29e-01    5.88e-05   1.30e-01  -1.44e-04  -8.47e-05    13
1672  1.29e-01    5.86e-05   1.29e-01  -1.43e-04  -8.44e-05    13
1673  1.29e-01    5.84e-05   1.29e-01  -1.43e-04  -8.42e-05    13
1674  1.29e-01    5.82e-05   1.29e-01  -1.42e-04  -8.39e-05    13
1675  1.29e-01    5.80e-05   1.29e-01  -1.42e-04  -8.37e-05    13
1676  1.29e-01    5.78e-05   1.29e-01  -1.41e-04  -8.34e-05    13
1677  1.29e-01    5.76e-05   1.29e-01  -1.41e-04  -8.32e-05    13
1678  1.29e-01    5.75e-05   1.29e-01  -1.40e-04  -8.29e-05    13
1679  1.28e-01    5.73e-05   1.28e-01  -1.40e-04  -8.27e-05    13
1680  1.28e-01    5.71e-05   1.28e-01  -1.39e-04  -8.24e-05    13
1681  1.28e-01    5.69e-05   1.28e-01  -1.39e-04  -8.22e-05    13
1682  1.28e-01    5.67e-05   1.28e-01  -1.39e-04  -8.19e-05    13
1683  1.28e-01    5.65e-05   1.28e-01  -1.38e-04  -8.17e-05    13
1684  1.28e-01    5.63e-05   1.28e-01  -1.38e-04  -8.14e-05    12
1685  1.28e-01    5.62e-05   1.28e-01  -1.37e-04  -8.12e-05    13
1686  1.27e-01    5.60e-05   1.27e-01  -1.37e-04  -8.10e-05    12
1687  1.27e-01    5.58e-05   1.27e-01  -1.37e-04  -8.07e-05    13
1688  1.27e-01    5.56e-05   1.27e-01  -1.36e-04  -8.05e-05    13
1689  1.27e-01    5.54e-05   1.27e-01  -1.36e-04  -8.02e-05    13
1690  1.27e-01    5.52e-05   1.27e-01  -1.35e-04  -8.00e-05    13
1691  1.27e-01    5.51e-05   1.27e-01  -1.35e-04  -7.98e-05    13
1692  1.27e-01    5.49e-05   1.27e-01  -1.34e-04  -7.95e-05    12
1693  1.26e-01    5.47e-05   1.27e-01  -1.34e-04  -7.93e-05    13
1694  1.26e-01    5.45e-05   1.26e-01  -1.34e-04  -7.91e-05    13
1695  1.26e-01    5.44e-05   1.26e-01  -1.33e-04  -7.88e-05    13
1696  1.26e-01    5.42e-05   1.26e-01  -1.33e-04  -7.86e-05    13
1697  1.26e-01    5.40e-05   1.26e-01  -1.32e-04  -7.84e-05    13
1698  1.26e-01    5.38e-05   1.26e-01  -1.32e-04  -7.81e-05    13
1699  1.26e-01    5.37e-05   1.26e-01  -1.32e-04  -7.79e-05    13
1700  1.26e-01    5.35e-05   1.26e-01  -1.31e-04  -7.77e-05    13
1701  1.25e-01    5.33e-05   1.25e-01  -1.31e-04  -7.75e-05    13
1702  1.25e-01    5.32e-05   1.25e-01  -1.30e-04  -7.72e-05    13
1703  1.25e-01    5.30e-05   1.25e-01  -1.30e-04  -7.70e-05    13
1704  1.25e-01    5.28e-05   1.25e-01  -1.30e-04  -7.68e-05    13
1705  1.25e-01    5.27e-05   1.25e-01  -1.29e-04  -7.66e-05    13
1706  1.25e-01    5.25e-05   1.25e-01  -1.29e-04  -7.64e-05    13
